OBJECTID,6 Digit Tract Code,Census ID,1.1: Proximity to schools (raw values),1.2: Proximity to modernized schools (raw values),1.3: Proximity to playgrounds (raw values),1.4: Proximity to crossing guards (raw values),1.5: Safe routes to school (raw values),1.6: Proximity to libraries (raw values),1.7: Access to wireless hotspots (raw values),1.8: Access to broadband internet (raw values),1.9: Proximity to recreation centers (raw values),2.1: Travel time to work (raw values),3.1: Proximity to banking institutions (raw values),3.2: Proximity to cash checking institutions (raw values),4.1: Housing stock quality (raw values),4.2: Share of homes built since 1970 (raw values),4.3: Distribution of affordable housing (raw values),4.4: Proximity to vacant or blighted houses (raw values),5.1: Proximity to Metro bus (raw values),5.2: Proximity to Metro station (raw values),5.3: Proximity to Capital Bikeshare locations (raw values),5.4: Access to bike lanes (raw values),5.5: Sidewalk quality (raw values),5.6: Parking availability (raw values),6.1: Proximity to grocery stores (raw values),6.2: Low Food Access areas (raw values),6.3: Proximity to farmers markets (raw values),6.4: Availability of healthy food within stores (raw values),6.5: Proximity to restaurants (raw values),6.6: Proximity to liquor stores (raw values),7.1: Proximity to health care facilities (raw values),7.2: Proximity to mental health facilities and providers (raw values),8.1: Tree canopy (raw values),8.2: Proximity to parks (raw values),8.3: Proximity to trails (raw values),8.4: Presence of mix of land uses (raw values),8.5: Positive land uses (raw values),8.6: Flood Plains (raw values),9.1: Proximity to vacant lots (raw values),9.2: Streetlight coverage (raw values),9.3: Proximity to police department locations (raw values),9.4: Proximity to fire stations (raw values),9.5: Proximity to High Injury Network Corridors (raw values),1.1: Proximity to schools (percentiles),1.2: Proximity to modernized schools (percentiles),1.3: Proximity to playgrounds (percentiles),1.4: Proximity to crossing guards (percentiles),1.5: Safe routes to school (percentiles),1.6: Proximity to libraries (percentiles),1.7: Access to wireless hotspots (percentiles),1.8: Access to broadband internet (percentiles),1.9: Proximity to recreation centers (percentiles),2.1: Travel time to work (percentiles),3.1: Proximity to banking institutions (percentiles),3.2: Proximity to cash checking institutions (percentiles),4.1: Housing stock quality (percentiles),4. 2: Share of homes built since 1970 (percentiles),4.3: Distribution of affordable housing (percentiles),4.4: Proximity to vacant or blighted houses (percentiles),5.1: Proximity to Metro bus (percentiles),5.2: Proximity to Metro station (percentiles),5.3: Proximity to Capital Bikeshare locations (percentiles),5.4: Access to bike lanes (percentiles),5.5: Sidewalk quality (percentiles),5.6: Parking availability (percentiles),6.1: Proximity to grocery stores (percentiles),6.2: Low Food Access areas (percentiles),6.3: Proximity to farmers markets (percentiles),6.4: Availability of healthy food within stores (percentiles),6.5: Proximity to restaurants (percentiles),6.6: Proximity to liquor stores (percentiles),7.1: Proximity to health care facilities (percentiles),7.2: Proximity to mental health facilities and providers (percentiles),8.1: Tree canopy (percentiles),8.2: Proximity to parks (percentiles),8.3: Proximity to trails (percentiles),8.4: Presence of mix of land uses (percentiles),8.5: Positive land uses (percentiles),8.6: Flood Plains (percentiles),9.1: Proximity to vacant lots (percentiles),9.2: Streetlight coverage (percentiles),9.3: Proximity to police department locations (percentiles),9.4: Proximity to fire stations (percentiles),9.5: Proximity to High Injury Network Corridors (percentiles),Driver 1: Education (percentiles),Driver 2: Employment (percentiles),Driver 3: Financial Institutions (percentiles),Driver 4: Housing (percentiles),Driver 5: Transportation (percentiles),Driver 6: Food Environment (percentiles),Driver 7: Medical Care (percentiles),Driver 8: Outdoor Environment (percentiles),Driver 9: Community Safety (percentiles),Overall Driver Score (percentiles),Bottom 10th percentile census tracts,Driver 1: Education (raw values),Driver 2: Employment (raw values),Driver 3: Financial Institutions (raw),Driver 4: Housing (raw values),Driver 5: Transportation (raw values),Driver 6: Food Environment (raw values),Driver 7: Medical Care (raw values),Driver 8: Outdoor Environment (raw values),Driver 9: Community Safety (raw values)
21,006801,11001006801,0.999899101,0.913814605,0.732381974,0,0.303011617,0.999899101,0.999899101,0.970788705,0.999899101,0.780334728,0.999899101,0.000100899,0.094258907,0.141732283,0,0.249975164,0.901309077,0.999899101,0.999899101,0.142388153,0.995533499,0.905932314,0.99808111,0.236219311,0.3685224,0.999899101,0.851241215,0.000100899,0.999899101,0.999899101,0.218290061,0.999899101,0.071957975,0.532661608,0.967275786,1,0.882932653,0.399878193,0,0.999899101,1,0.412621359,0.660194175,0.563106796,0.097087379,0.77184466,0.796116505,0.436893204,0.852941176,0.577669903,0.412621359,0.490291262,0.36407767,0.504854369,0.264705882,0.090686275,0.189320388,0.961165049,0.752427184,0.830097087,0.742718447,0.859223301,0.266990291,0.441747573,0.276699029,0.208737864,0.733009709,0.601941748,0.519417476,0.582524272,0.757281553,0.349514563,0.873786408,0.334951456,0.252427184,0.796116505,0.686893204,0.252427184,0.868932039,0.165048544,0.723300971,0.912621359,0.640776699,0.412621359,0.279126214,0.067961165,0.839805825,0.509708738,0.669902913,0.747572816,0.830097087,0.650485437,0,0.548315248,0.412621359,0.427184466,0.262391729,0.646529126,0.435204265,0.626213592,0.553883495,0.631699029
22,010700,11001010700,0.999894551,0.749377797,0.428959069,0,0,0.999894551,0.999894551,0.961698585,0.999309433,0.952573158,0.999894551,0.000105449,0.506731563,0.631323631,0.002772003,0.659409169,0.872240196,0.999894551,0.999894551,0.138510809,0.972214346,0.943085319,0.999894551,0.544990436,0.999894551,0.019186363,0.999894551,0.000105449,0.999894551,0.999894551,0.080205165,0.256558078,0,0.23753943,0.929678673,1,1,0.431449466,0.205959233,0.999894551,0.517229453,0.213592233,0.616504854,0.349514563,0.097087379,0.313106796,0.713592233,0.247572816,0.803921569,0.359223301,0.970873786,0.315533981,0.504854369,0.883495146,0.882352941,0.230392157,0.572815534,0.912621359,0.665048544,0.805825243,0.718446602,0.067961165,0.699029126,0.524271845,0.548543689,0.63592233,0.213592233,0.805825243,0.703883495,0.446601942,0.669902913,0.019417476,0.378640777,0.133495146,0.038834951,0.601941748,0.686893204,0.825242718,0.941747573,0.45631068,0.611650485,0.038834951,0.208737864,0.970873786,0.099514563,0.796116505,0.86407767,0.553398058,0.495145631,0.024271845,0.669902913,0.553398058,0,0.377223729,0.970873786,0.410194175,0.642263944,0.670985437,0.475860059,0.502427184,0.30776699,0.553786408
23,009604,11001009604,0.999897155,0.015000837,0,0,0.098038877,0.808378986,0.960993903,0.770179372,0.135645932,0.675700935,0.999897155,0.000102845,0,0.138709677,0.052688172,0.464266486,0.636825681,0.441434263,0.539211408,0,0.994449584,0.916558337,0.685881757,0.196764087,0.910329191,0.991382593,0.452114176,0.000102845,0.897540601,0.901964558,0.190768548,0,0.789719164,0.719656864,0.962700472,0.891460255,1,0.25613124,0.280310788,0.003848933,0.786253143,0.300970874,0.252427184,0.024271845,0.097087379,0.689320388,0.475728155,0.131067961,0.191176471,0.014563107,0.155339806,0.402912621,0.422330097,0.046116505,0.259803922,0.529411765,0.388349515,0.640776699,0.32038835,0.388349515,0.106796117,0.796116505,0.359223301,0.257281553,0.223300971,0.441747573,0.533980583,0.32038835,0.621359223,0.22815534,0.509708738,0.286407767,0.080097087,0.737864078,0.723300971,0.757281553,0.174757282,0.825242718,0.368932039,0.480582524,0.04368932,0.27184466,0.106796117,0.155339806,0.152912621,0.140776699,0.281553398,0.310679612,0.296116505,0.121359223,0.145631068,0.014563107,1,0.25887707,0.155339806,0.412621359,0.305920426,0.42384466,0.34600543,0.298543689,0.403883495,0.368932039
24,000201,11001000201,0.999901024,0.907120933,0.388625183,0,0,0.779857551,0.999901024,,0.999901024,0.951564077,0.999901024,0.200074852,0.945166291,,,0.934485399,0.282128365,0,0.645641956,0,0.991071429,0.957372939,0.983218024,0.071769703,0.01686216,0,0.720743108,9.89765E-05,0.998057859,0,0.239121724,0.212865478,0.914659826,0.637231884,0.957699653,1,1,0.030219459,0,0.999901024,0.99265711,0.650485437,0.650485437,0.325242718,0.097087379,0.313106796,0.461165049,0.669902913,,0.737864078,0.966019417,0.689320388,0.762135922,1,,,0.868932039,0.116504854,0.075242718,0.466019417,0.106796117,0.461165049,0.854368932,0.398058252,0.116504854,0.09223301,0.101941748,0.480582524,0.315533981,0.36407767,0.063106796,0.402912621,0.349514563,0.86407767,0.606796117,0.72815534,0.686893204,0.825242718,0.014563107,0.165048544,0.800970874,0.810679612,0.504854369,0.966019417,0.927184466,0.995145631,0.296116505,0.048543689,0.276699029,0.854368932,0.548543689,0.752427184,0,0.506333434,0.966019417,0.725728155,0.934466019,0.430881068,0.20437883,0.288834951,0.594174757,0.497135922
25,000300,11001000300,0.999898348,0.199143391,0.730932027,0.055256966,0,0.664081961,0.999898348,0.938247012,0.999898348,0.804416404,0.999898348,0.061247293,0.298389251,0.194677361,0,0.74716221,0.538007349,0,0.500239243,0.011864889,0.992443981,0.951550091,0.999898348,0.571009245,0,0,0.385930455,0.000101652,0.970411731,0,0.489135496,0.194616089,0.987640046,0.54714314,0.625391074,1,1,0.338263463,0,0.55381794,0.949563747,0.359223301,0.398058252,0.558252427,0.398058252,0.313106796,0.402912621,0.388349515,0.68627451,0.54368932,0.485436893,0.446601942,0.684466019,0.72815534,0.367647059,0.090686275,0.650485437,0.45631068,0.075242718,0.36407767,0.296116505,0.577669903,0.796116505,0.616504854,0.563106796,0.031553398,0.101941748,0.276699029,0.567961165,0.305825243,0.063106796,0.878640777,0.330097087,0.946601942,0.305825243,0.082524272,0.686893204,0.825242718,0.684466019,0.165048544,0.247572816,0.733009709,0.325242718,0.485436893,0.82038835,0.412621359,0.490291262,0.097087379,0.213592233,0.893203883,0.640776699,0.495145631,0,0.4309002,0.485436893,0.565533981,0.459243528,0.490881068,0.234597544,0.245145631,0.607281553,0.534126214
26,000400,11001000400,0.999901736,0.615998272,0.606266762,0.036160186,0,0.524540058,0.999901736,0.934121622,0.976910887,0.908536585,0.999901736,0.22701952,0.493008573,0.553686934,0,0.797606202,0.384759713,0.428658331,0.218298479,0.031717196,0.973478939,0.957761527,0.994080393,0.356019194,0.707645997,0,0.184210195,9.82643E-05,0.814297213,0,0.514796628,0.036231064,0.536722015,0.608624433,0.737279416,0.987233011,1,0.194568997,0.294913311,0.177683926,0.914083429,0.723300971,0.563106796,0.466019417,0.32038835,0.313106796,0.349514563,0.737864078,0.637254902,0.305825243,0.86407767,0.747572816,0.77184466,0.878640777,0.857843137,0.090686275,0.737864078,0.22815534,0.315533981,0.101941748,0.427184466,0.087378641,0.86407767,0.417475728,0.373786408,0.359223301,0.101941748,0.111650485,0.262135922,0.184466019,0.063106796,0.883495146,0.184466019,0.577669903,0.54368932,0.17961165,0.330097087,0.825242718,0.150485437,0.490291262,0.09223301,0.63592233,0.451456311,0.86407767,0.936893204,0.791262136,0.330097087,0.072815534,0.104368932,0.330097087,0.296116505,0.45631068,0,0.487417904,0.86407767,0.759708738,0.641258567,0.444606796,0.218577788,0.154126214,0.467475728,0.414951456
27,000502,11001000502,0.999899597,0.967771026,0.254496862,0.027100393,0,0.999103917,0.999899597,0.986127168,0.910893391,0.883446993,0.999899597,0.028019982,0.547263265,0.066410538,0,0.818003938,0.53386975,0.999889311,0.256367334,0.017274667,0.982480729,0.943592771,0.997680249,0.155612104,0.999899597,0,0.323953553,0.000100403,0.977733991,0,0.487265136,0.003862495,0.712894878,0.524777482,0.959785137,0.99701155,0.889701639,0.311453815,0.167591062,0.808444403,0.88808161,0.470873786,0.708737864,0.252427184,0.286407767,0.313106796,0.645631068,0.495145631,0.941176471,0.257281553,0.752427184,0.538834951,0.660194175,0.912621359,0.093137255,0.090686275,0.776699029,0.436893204,0.611650485,0.150485437,0.330097087,0.17961165,0.703883495,0.427184466,0.17961165,0.747572816,0.101941748,0.218446602,0.466019417,0.310679612,0.063106796,0.86407767,0.174757282,0.67961165,0.213592233,0.737864078,0.36407767,0.266990291,0.572815534,0.427184466,0.359223301,0.582524272,0.373786408,0.752427184,0.854368932,0.441747573,0.45631068,0.237864078,0.218446602,0.541262136,0.470873786,0.485436893,0,0.463488721,0.752427184,0.599514563,0.468285979,0.480072816,0.294548875,0.248786408,0.511650485,0.46407767
28,004801,11001004801,0.999894816,0.999894816,0.989680122,0.309813586,0,0.999894816,0.999894816,0.857946554,0.999894816,0.870596693,0.999894816,0.000105184,0.138782572,0.359897172,0.150385604,0.131901737,0.877692347,0.999894816,0.988501165,0.261101024,0.983450032,0.914572259,0.999894816,0.949260007,0.775078521,0.999894816,0.954608962,0.000105184,0.999894816,0.999894816,0.199413116,0.999894816,0,0.719255888,0.862448877,1,0.8574916,0.425358209,0.793419654,0.999894816,0.578044263,0.218446602,0.796116505,0.762135922,0.936893204,0.313106796,0.718446602,0.252427184,0.387254902,0.45631068,0.733009709,0.32038835,0.5,0.553398058,0.661764706,0.745098039,0.106796117,0.927184466,0.669902913,0.708737864,0.893203883,0.208737864,0.330097087,0.529126214,0.786407767,0.383495146,0.621359223,0.699029126,0.699029126,0.451456311,0.674757282,0.315533981,0.834951456,0.133495146,0.718446602,0.40776699,0.686893204,0.223300971,0.932038835,0.689320388,0.616504854,0.058252427,0.5,0.733009709,0.099514563,0.529126214,0.694174757,0.660194175,0.502427184,0.5,0.597087379,0.582524272,0,0.505925186,0.733009709,0.410194175,0.51676423,0.57726699,0.536296926,0.507281553,0.506796117,0.517038835
29,004802,11001004802,0.999899565,0.988861655,0.999899565,0.093812615,0,0.999899565,0.999899565,0.859241126,0.999899565,0.914021927,0.999899565,0.000100435,0.279855216,0.561488673,0.022114347,0.215124729,0.50087577,0.999899565,0.999899565,0.145796051,0.984908136,0.896281504,0.999899565,1,0.999899565,0.65329129,0.954612631,0.000100435,0.999899565,0.999899565,0.191003363,0.999899565,0,0.636110341,0.935167986,1,0.755345808,0.315481621,0.999899565,0.999899565,0.599784136,0.466019417,0.733009709,0.898058252,0.5,0.313106796,0.82038835,0.490291262,0.397058824,0.616504854,0.883495146,0.533980583,0.334951456,0.689320388,0.862745098,0.362745098,0.169902913,0.373786408,0.77184466,0.844660194,0.747572816,0.242718447,0.17961165,0.665048544,0.932038835,0.742718447,0.359223301,0.703883495,0.470873786,0.606796117,0.77184466,0.296116505,0.883495146,0.133495146,0.601941748,0.626213592,0.686893204,0.116504854,0.597087379,0.873786408,0.737864078,0.077669903,0.645631068,0.883495146,0.317961165,0.548543689,0.354368932,0.718446602,0.694174757,0.606796117,0.519417476,0.723300971,0,0.554111936,0.883495146,0.434466019,0.521178374,0.455893204,0.578772179,0.648058252,0.522815534,0.484466019
30,004902,11001004902,0.999897343,0.999897343,0.906174618,0.085760158,0,0.999897343,0.999897343,0.934034417,0.999897343,0.878709006,0.999897343,0.000102657,0.236142345,0.738662927,0.042075736,0.430811025,0.939664015,0.999897343,0.999897343,0.277651331,0.982686567,0.921694473,0.999897343,1,0.999897343,0.597498386,0.999897343,0.000102657,0.999897343,0.999897343,0.083128834,0.999897343,0,0.837843444,0.694348431,1,0.672784748,0.524110759,0.999897343,0.999897343,0.704390471,0.32038835,0.830097087,0.689320388,0.475728155,0.313106796,0.766990291,0.349514563,0.632352941,0.524271845,0.742718447,0.412621359,0.412621359,0.645631068,0.921568627,0.465686275,0.354368932,0.990291262,0.718446602,0.815533981,0.927184466,0.184466019,0.422330097,0.59223301,0.932038835,0.684466019,0.349514563,0.839805825,0.601941748,0.519417476,0.718446602,0.029126214,0.86407767,0.133495146,0.951456311,0.131067961,0.686893204,0.067961165,0.990291262,0.834951456,0.674757282,0.13592233,0.529126214,0.742718447,0.152912621,0.708737864,0.825242718,0.723300971,0.577669903,0.266990291,0.674757282,0.713592233,0,0.509137636,0.742718447,0.412621359,0.596813725,0.63926699,0.582777256,0.569174757,0.450970874,0.566650485
31,007401,11001007401,0.991277,0,0.481516,0.12346,0.925026,0.024871,0.9999,0.710269,0.748297,0.650888,0.953637,0.316502,0.122598,0.393678,0.987548,0.829948,0.213375,0.985633,0.24546,0,0.991678,0.942555,0.003326,0.490455,0.756058,0.984919,0.155034,0.000101,0.928552,0.961591,0.25923,0.432978,0.9739,0.83485,0.872241,0.605135,0.847242,0.24285,0,0.352888,0.883365,0.126214,0.114078,0.407767,0.621359,0.932039,0.07767,0.524272,0.083333,0.15534,0.121359,0.169903,0.796117,0.524272,0.710784,0.985294,0.791262,0.082524,0.548544,0.126214,0.106796,0.504854,0.679612,0.053398,0.485437,0.373786,0.524272,0.092233,0.490291,0.257282,0.563107,0.470874,0.470874,0.917476,0.946602,0.446602,0.053398,0.203883,0.305825,0.165049,0.150485,0.567961,0.15534,0.121359,0.580097,0.936893,0.257282,0.228155,0.31068,0.592233,0.043689,0.203883,0,0.327852,0.121359,0.48301,0.752903,0.412282,0.291636,0.333738,0.521845,0.298204
32,007403,11001007403,0.999904,0.999904,0.757369,0.187267,0.054316,0.949027,0.999904,0.791455,0.981204,0.648925,0.970258,0.764331,0,0.48181,0.521739,0.770399,0.586935,0.413435,0.452198,0.026821,1,0.92447,0.966219,0.522672,0.063366,0.982882,0.922988,9.6E-05,0.999904,0.913889,0.375489,0.554341,0.624426,0.692443,0.633987,1,1,0.20127,0.956891,0.989783,0.754659,0.868932,0.907767,0.57767,0.76699,0.660194,0.582524,0.868932,0.220588,0.315534,0.116505,0.18932,0.92233,0.046117,0.813725,0.965686,0.684466,0.553398,0.305825,0.330097,0.393204,0.992718,0.470874,0.383495,0.519417,0.116505,0.519417,0.65534,0.135922,0.878641,0.514563,0.747573,0.533981,0.65534,0.684466,0.092233,0.686893,0.825243,0.18932,0.757282,0.514563,0.199029,0.820388,0.116505,0.815534,0.776699,0.495146,0.402913,0.839806,0.873786,0.412621,0.76699,0,0.659141,0.116505,0.555825,0.627499,0.492063,0.397097,0.787621,0.602427,0.450388
33,005503,11001005503,0.999895273,0.999895273,0.999895273,0.203546967,0,0.999895273,0.999895273,1,0.999895273,1,0.999895273,0.000104727,0.520179023,0.84364378,0.005438477,0.928666334,0.525511754,0.999895273,0.94512315,0.139703454,0.985169492,0.951515807,0.999895273,0.970084618,0.999895273,0,0.999895273,0.000104727,0.999895273,0.646604349,0.293395349,0.999895273,0.985658826,0.737575732,0.983312178,0.921637693,1,0.30213553,0,0.999895273,0.74976043,0.233009709,0.800970874,0.849514563,0.791262136,0.313106796,0.723300971,0.266990291,0.987745098,0.466019417,0.997572816,0.334951456,0.485436893,0.888349515,0.950980392,0.259803922,0.859223301,0.412621359,0.67961165,0.640776699,0.723300971,0.257281553,0.791262136,0.538834951,0.815533981,0.650485437,0.101941748,0.810679612,0.684466019,0.466019417,0.422330097,0.582524272,0.839805825,0.941747573,0.77184466,0.888349515,0.223300971,0.825242718,0.533980583,0.165048544,0.631067961,0.189320388,0.616504854,0.997572816,0.099514563,0.917475728,0.815533981,0.572815534,0.432038835,0.980582524,0.373786408,0.805825243,0,0.543559038,0.997572816,0.410194175,0.739589282,0.624805825,0.487025036,0.455097087,0.683495146,0.44038835
34,005801,11001005801,0.999899029,0.031124381,0.002175923,0.009781848,0,0.999899029,0.999899029,0.901015228,0.803040645,0.846153846,0.999899029,0.000100971,0.745819796,0.898750822,0.099934254,0.40774093,0.933863578,0.999899029,0.999899029,0.11046862,0.979736575,0.972971865,0.999899029,0.495402651,0.999899029,0,0.999899029,0.000100971,0.999899029,0.999899029,0.082870049,0.642250202,0.442966029,0.235709749,0.979092772,0.920320031,0.952919755,0.586263977,0.999899029,0.999899029,0.615809938,0.398058252,0.286407767,0.058252427,0.247572816,0.313106796,0.791262136,0.422330097,0.504901961,0.184466019,0.674757282,0.480582524,0.368932039,0.990291262,0.955882353,0.666666667,0.330097087,0.985436893,0.747572816,0.825242718,0.665048544,0.13592233,0.946601942,0.63592233,0.490291262,0.713592233,0.101941748,0.854368932,0.529126214,0.572815534,0.752427184,0.024271845,0.587378641,0.533980583,0.033980583,0.839805825,0.218446602,0.446601942,1,0.859223301,0.718446602,0.087378641,0.189320388,0.674757282,0.254854369,0.912621359,0.985436893,0.558252427,0.662621359,0.048543689,0.82038835,0.674757282,0,0.357588521,0.674757282,0.424757282,0.735734342,0.782223301,0.479864466,0.617718447,0.360194175,0.623252427
35,009804,11001009804,0.999900717,0.367699308,0.892953782,0.295723758,0.918588519,0.233941251,0.999900717,0.828512397,0.999900717,0.613707165,0.999900717,9.92829E-05,0.046880687,0.184377838,0.422343324,0.714381526,0.629073909,0.544825621,0.654507299,0.021256929,0.992521368,0.924612602,0.324280517,0.198307287,0.993729781,0.999900717,0.560340263,9.92829E-05,0.997615557,0.980180077,0.276797513,0.235157609,0.738023975,0.524786267,0.944581425,0.857672481,0.997221538,0.232712819,0,0.999900717,0.923143434,0.611650485,0.490291262,0.674757282,0.912621359,0.927184466,0.174757282,0.63592233,0.31372549,0.713592233,0.072815534,0.655339806,0.252427184,0.325242718,0.338235294,0.941176471,0.626213592,0.626213592,0.36407767,0.470873786,0.354368932,0.587378641,0.475728155,0.13592233,0.233009709,0.524271845,0.82038835,0.373786408,0.349514563,0.354368932,0.582524272,0.538834951,0.36407767,0.713592233,0.218446602,0.665048544,0.131067961,0.606796117,0.276699029,0.165048544,0.786407767,0.660194175,0.781553398,0.072815534,0.446601942,0.626213592,0.461165049,0.495145631,0.373786408,0.233009709,0.529126214,0.40776699,0,0.630810965,0.072815534,0.453883495,0.557717019,0.480601942,0.430835171,0.411407767,0.437864078,0.490582524
