"Year","StateAbbr","StateDesc","CountyName","CountyFIPS","LocationName","DataSource","Category","Measure","Data_Value_Unit","Data_Value_Type","Data_Value","Data_Value_Footnote_Symbol","Data_Value_Footnote","Low_Confidence_Limit","High_Confidence_Limit","TotalPopulation","TotalPop18plus","Geolocation","LocationID","CategoryID","MeasureId","DataValueTypeID","Short_Question_Text"
"2023","DC","District of Columbia","District of Columbia","11001","11001000703","BRFSS","Health Risk Behaviors","Binge drinking among adults","%","Crude prevalence","18.4",,,"16.0","21.1","3,022","2,742","POINT (-77.0790462 38.9290941)","11001000703","RISKBEH","BINGE","CrdPrv","Binge Drinking"
"2023","DC","District of Columbia","District of Columbia","11001","11001003100","BRFSS","Health-Related Social Needs","Food insecurity in the past 12 months among adults","%","Crude prevalence","8.1",,,"6.4","10.2","3,873","3,329","POINT (-77.0254235 38.930617)","11001003100","SOCLNEED","FOODINSECU","CrdPrv","Food Insecurity"
"2023","DC","District of Columbia","District of Columbia","11001","11001001002","BRFSS","Health-Related Social Needs","Lack of social and emotional support among adults","%","Crude prevalence","17.8",,,"15.1","20.7","3,643","3,218","POINT (-77.0788872 38.9384216)","11001001002","SOCLNEED","EMOTIONSPT","CrdPrv","Lack of Social/Emotional Support"
"2023","DC","District of Columbia","District of Columbia","11001","11001001600","BRFSS","Health Risk Behaviors","No leisure-time physical activity among adults","%","Crude prevalence","12.9",,,"9.8","16.4","4,471","3,466","POINT (-77.0382324 38.9849725)","11001001600","RISKBEH","LPA","CrdPrv","Physical Inactivity"
"2023","DC","District of Columbia","District of Columbia","11001","11001006500","BRFSS","Health Status","Frequent physical distress among adults","%","Crude prevalence","7.7",,,"6.7","8.8","2,609","2,258","POINT (-77.0033314 38.883848)","11001006500","HLTHSTAT","PHLTH","CrdPrv","Frequent Physical Distress"
"2023","DC","District of Columbia","District of Columbia","11001","11001007804","BRFSS","Health Outcomes","High blood pressure among adults","%","Crude prevalence","45.2",,,"40.9","49.5","3,499","2,674","POINT (-76.9313427 38.8942107)","11001007804","HLTHOUT","BPHIGH","CrdPrv","High Blood Pressure"
"2023","DC","District of Columbia","District of Columbia","11001","11001007201","BRFSS","Health Outcomes","Arthritis among adults","%","Crude prevalence","8.0",,,"6.8","9.5","2,985","2,786","POINT (-76.9999179 38.8738481)","11001007201","HLTHOUT","ARTHRITIS","CrdPrv","Arthritis"
"2023","DC","District of Columbia","District of Columbia","11001","11001007407","BRFSS","Disability","Vision disability among adults","%","Crude prevalence","8.8",,,"7.4","10.3","3,491","2,591","POINT (-76.9850206 38.8574823)","11001007407","DISABLT","VISION","CrdPrv","Vision Disability"
"2023","DC","District of Columbia","District of Columbia","11001","11001002102","BRFSS","Health Status","Frequent physical distress among adults","%","Crude prevalence","9.2",,,"8.0","10.6","5,099","3,984","POINT (-77.0142356 38.9557854)","11001002102","HLTHSTAT","PHLTH","CrdPrv","Frequent Physical Distress"
"2023","DC","District of Columbia","District of Columbia","11001","11001000600","BRFSS","Health-Related Social Needs","Lack of reliable transportation in the past 12 months among adults","%","Crude prevalence","3.6",,,"3.0","4.2","4,676","3,848","POINT (-77.0675114 38.9368114)","11001000600","SOCLNEED","LACKTRPT","CrdPrv","Transportation Barriers"
"2023","DC","District of Columbia","District of Columbia","11001","11001005303","BRFSS","Health Status","Frequent mental distress among adults","%","Crude prevalence","12.0",,,"10.6","13.7","3,215","3,066","POINT (-77.0391656 38.909613)","11001005303","HLTHSTAT","MHLTH","CrdPrv","Frequent Mental Distress"
"2023","DC","District of Columbia","District of Columbia","11001","11001009802","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","14.1",,,"12.5","15.9","2,064","1,375","POINT (-76.9965578 38.8307312)","11001009802","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","DC","District of Columbia","District of Columbia","11001","11001008802","BRFSS","Health-Related Social Needs","Utility services shut-off threat in the past 12 months among adults","%","Crude prevalence","10.9",,,"9.0","12.9","4,360","3,741","POINT (-76.9866786 38.9039498)","11001008802","SOCLNEED","SHUTUTILITY","CrdPrv","Utility Services Threat"
"2023","DC","District of Columbia","District of Columbia","11001","11001009504","BRFSS","Health Outcomes","Cancer (non-skin) or melanoma among adults","%","Crude prevalence","6.8",,,"6.1","7.5","3,208","2,696","POINT (-76.9931121 38.9409032)","11001009504","HLTHOUT","CANCER","CrdPrv","Cancer (non-skin) or Melanoma"
"2023","DC","District of Columbia","District of Columbia","11001","11001008702","BRFSS","Disability","Cognitive disability among adults","%","Crude prevalence","10.4",,,"8.8","12.3","3,574","3,181","POINT (-77.0013085 38.9150961)","11001008702","DISABLT","COGNITION","CrdPrv","Cognitive Disability"
"2023","DC","District of Columbia","District of Columbia","11001","11001000400","BRFSS","Health Status","Frequent mental distress among adults","%","Crude prevalence","11.3",,,"9.9","12.8","1,643","1,410","POINT (-77.0649214 38.9227989)","11001000400","HLTHSTAT","MHLTH","CrdPrv","Frequent Mental Distress"
"2023","DC","District of Columbia","District of Columbia","11001","11001004402","BRFSS","Health Outcomes","High blood pressure among adults","%","Crude prevalence","18.2",,,"15.7","20.9","2,755","2,485","POINT (-77.0270354 38.9155152)","11001004402","HLTHOUT","BPHIGH","CrdPrv","High Blood Pressure"
"2023","DC","District of Columbia","District of Columbia","11001","11001007409","BRFSS","Disability","Cognitive disability among adults","%","Crude prevalence","23.0",,,"19.1","27.0","3,835","2,579","POINT (-76.975165 38.8445818)","11001007409","DISABLT","COGNITION","CrdPrv","Cognitive Disability"
"2023","DC","District of Columbia","District of Columbia","11001","11001009203","BRFSS","Health Status","Frequent physical distress among adults","%","Crude prevalence","9.2",,,"7.9","10.5","2,775","2,389","POINT (-77.0054956 38.9219735)","11001009203","HLTHSTAT","PHLTH","CrdPrv","Frequent Physical Distress"
"2023","DC","District of Columbia","District of Columbia","11001","11001004401","BRFSS","Health Outcomes","High blood pressure among adults","%","Crude prevalence","15.8",,,"13.5","18.4","3,430","3,236","POINT (-77.0282129 38.9186825)","11001004401","HLTHOUT","BPHIGH","CrdPrv","High Blood Pressure"
"2023","DC","District of Columbia","District of Columbia","11001","11001009505","BRFSS","Health-Related Social Needs","Received food stamps in the past 12 months among adults","%","Crude prevalence","12.8",,,"9.7","16.4","3,796","3,118","POINT (-77.0051999 38.9618925)","11001009505","SOCLNEED","FOODSTAMP","CrdPrv","Food Stamps"
"2022","DC","District of Columbia","District of Columbia","11001","11001008002","BRFSS","Prevention","Colorectal cancer screening among adults aged 45–75 years","%","Crude prevalence","71.2",,,"67.0","75.0","3,366","2,690","POINT (-76.9827594 38.8915403)","11001008002","PREVENT","COLON_SCREEN","CrdPrv","Colorectal Cancer Screening"
"2023","DC","District of Columbia","District of Columbia","11001","11001009511","BRFSS","Disability","Hearing disability among adults","%","Crude prevalence","5.6",,,"4.9","6.3","2,066","2,042","POINT (-77.0010516 38.9372097)","11001009511","DISABLT","HEARING","CrdPrv","Hearing Disability"
"2023","DC","District of Columbia","District of Columbia","11001","11001003600","BRFSS","Health Status","Frequent physical distress among adults","%","Crude prevalence","7.2",,,"6.2","8.4","4,775","4,211","POINT (-77.0296273 38.9236744)","11001003600","HLTHSTAT","PHLTH","CrdPrv","Frequent Physical Distress"
"2023","DC","District of Columbia","District of Columbia","11001","11001000102","BRFSS","Disability","Independent living disability among adults","%","Crude prevalence","3.8",,,"3.2","4.6","3,417","2,929","POINT (-77.0620045 38.905422)","11001000102","DISABLT","INDEPLIVE","CrdPrv","Independent Living Disability"
"2023","DC","District of Columbia","District of Columbia","11001","11001003702","BRFSS","Prevention","Current lack of health insurance among adults aged 18-64 years","%","Crude prevalence","8.7",,,"6.8","11.1","2,906","2,421","POINT (-77.0343972 38.9249042)","11001003702","PREVENT","ACCESS2","CrdPrv","Health Insurance"
"2023","DC","District of Columbia","District of Columbia","11001","11001001304","BRFSS","Health Outcomes","High cholesterol among adults who have ever been screened","%","Crude prevalence","31.3",,,"27.5","35.5","4,018","3,831","POINT (-77.0554702 38.9367508)","11001001304","HLTHOUT","HIGHCHOL","CrdPrv","High Cholesterol"
"2023","DC","District of Columbia","District of Columbia","11001","11001007901","BRFSS","Prevention","Visits to doctor for routine checkup within the past year among adults","%","Crude prevalence","76.0",,,"71.7","80.2","4,148","3,165","POINT (-76.9804319 38.8965543)","11001007901","PREVENT","CHECKUP","CrdPrv","Annual Checkup"
"2023","DC","District of Columbia","District of Columbia","11001","11001008100","BRFSS","Disability","Independent living disability among adults","%","Crude prevalence","3.2",,,"2.8","3.9","3,153","2,601","POINT (-76.9925272 38.893171)","11001008100","DISABLT","INDEPLIVE","CrdPrv","Independent Living Disability"
"2023","DC","District of Columbia","District of Columbia","11001","11001002002","BRFSS","Health-Related Social Needs","Housing insecurity in the past 12 months among adults","%","Crude prevalence","10.8",,,"9.0","13.1","4,072","3,198","POINT (-77.0310824 38.9525009)","11001002002","SOCLNEED","HOUSINSECU","CrdPrv","Housing Insecurity"
"2022","DC","District of Columbia","District of Columbia","11001","11001002301","BRFSS","Health Outcomes","All teeth lost among adults aged >=65 years","%","Crude prevalence","16.3",,,"13.8","18.8","3,266","2,592","POINT (-77.0165915 38.942552)","11001002301","HLTHOUT","TEETHLOST","CrdPrv","All Teeth Lost"
"2023","DC","District of Columbia","District of Columbia","11001","11001007203","BRFSS","Health Risk Behaviors","Current cigarette smoking among adults","%","Crude prevalence","6.8",,,"5.1","8.9","3,748","3,307","POINT (-76.9994857 38.8781777)","11001007203","RISKBEH","CSMOKING","CrdPrv","Current Cigarette Smoking"
"2023","DC","District of Columbia","District of Columbia","11001","11001001002","BRFSS","Health Outcomes","High blood pressure among adults","%","Crude prevalence","20.5",,,"17.8","23.5","3,643","3,218","POINT (-77.0788872 38.9384216)","11001001002","HLTHOUT","BPHIGH","CrdPrv","High Blood Pressure"
"2023","DC","District of Columbia","District of Columbia","11001","11001009302","BRFSS","Health Status","Fair or poor self-rated health status among adults","%","Crude prevalence","11.7",,,"9.9","13.8","1,750","1,476","POINT (-76.9907773 38.9251636)","11001009302","HLTHSTAT","GHLTH","CrdPrv","General Health"
"2023","DC","District of Columbia","District of Columbia","11001","11001001402","BRFSS","Health Status","Fair or poor self-rated health status among adults","%","Crude prevalence","8.6",,,"7.2","10.2","3,514","2,829","POINT (-77.0630933 38.9606051)","11001001402","HLTHSTAT","GHLTH","CrdPrv","General Health"
"2023","DC","District of Columbia","District of Columbia","11001","11001007901","BRFSS","Health Risk Behaviors","Binge drinking among adults","%","Crude prevalence","21.4",,,"18.4","24.7","4,148","3,165","POINT (-76.9804319 38.8965543)","11001007901","RISKBEH","BINGE","CrdPrv","Binge Drinking"
"2023","DC","District of Columbia","District of Columbia","11001","11001007502","BRFSS","Health Outcomes","Depression among adults","%","Crude prevalence","20.4",,,"16.9","24.4","4,687","3,418","POINT (-76.9697843 38.8568592)","11001007502","HLTHOUT","DEPRESSION","CrdPrv","Depression"
"2023","DC","District of Columbia","District of Columbia","11001","11001001402","BRFSS","Health Outcomes","High cholesterol among adults who have ever been screened","%","Crude prevalence","39.7",,,"35.4","44.5","3,514","2,829","POINT (-77.0630933 38.9606051)","11001001402","HLTHOUT","HIGHCHOL","CrdPrv","High Cholesterol"
"2023","DC","District of Columbia","District of Columbia","11001","11001007000","BRFSS","Health Risk Behaviors","Binge drinking among adults","%","Crude prevalence","29.2",,,"25.7","33.2","2,697","2,323","POINT (-76.9959451 38.8812697)","11001007000","RISKBEH","BINGE","CrdPrv","Binge Drinking"
"2023","DC","District of Columbia","District of Columbia","11001","11001007807","BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence","34.7",,,"27.9","41.9","2,114","1,622","POINT (-76.9210632 38.8985783)","11001007807","HLTHOUT","OBESITY","CrdPrv","Obesity"
"2023","DC","District of Columbia","District of Columbia","11001","11001008100","BRFSS","Health Outcomes","Depression among adults","%","Crude prevalence","22.9",,,"19.3","26.9","3,153","2,601","POINT (-76.9925272 38.893171)","11001008100","HLTHOUT","DEPRESSION","CrdPrv","Depression"
"2023","DC","District of Columbia","District of Columbia","11001","11001007707","BRFSS","Disability","Hearing disability among adults","%","Crude prevalence","4.8",,,"4.1","5.6","3,927","2,970","POINT (-76.9353432 38.8779453)","11001007707","DISABLT","HEARING","CrdPrv","Hearing Disability"
"2023","DC","District of Columbia","District of Columbia","11001","11001007703","BRFSS","Health Outcomes","High blood pressure among adults","%","Crude prevalence","42.7",,,"38.5","46.9","5,227","3,819","POINT (-76.947455 38.8863224)","11001007703","HLTHOUT","BPHIGH","CrdPrv","High Blood Pressure"
"2023","DC","District of Columbia","District of Columbia","11001","11001002101","BRFSS","Disability","Self-care disability among adults","%","Crude prevalence","3.2",,,"2.7","3.8","5,687","4,375","POINT (-77.0241312 38.9559119)","11001002101","DISABLT","SELFCARE","CrdPrv","Self-care Disability"
"2023","DC","District of Columbia","District of Columbia","11001","11001007601","BRFSS","Health Risk Behaviors","Binge drinking among adults","%","Crude prevalence","17.1",,,"14.6","19.9","4,693","3,704","POINT (-76.9798185 38.8716327)","11001007601","RISKBEH","BINGE","CrdPrv","Binge Drinking"
"2023","DC","District of Columbia","District of Columbia","11001","11001000702","BRFSS","Health Status","Frequent physical distress among adults","%","Crude prevalence","7.2",,,"6.2","8.1","3,452","3,175","POINT (-77.077893 38.9241271)","11001000702","HLTHSTAT","PHLTH","CrdPrv","Frequent Physical Distress"
"2023","DC","District of Columbia","District of Columbia","11001","11001000201","BRFSS","Health Outcomes","Arthritis among adults","%","Crude prevalence","6.0",,,"4.9","7.2","4,108","4,079","POINT (-77.0743418 38.9092171)","11001000201","HLTHOUT","ARTHRITIS","CrdPrv","Arthritis"
"2023","DC","District of Columbia","District of Columbia","11001","11001001003","BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence","19.4",,,"14.9","24.6","3,111","2,257","POINT (-77.0930741 38.9492362)","11001001003","HLTHOUT","OBESITY","CrdPrv","Obesity"
"2023","DC","District of Columbia","District of Columbia","11001","11001007403","BRFSS","Prevention","Taking medicine to control high blood pressure among adults with high blood pressure","%","Crude prevalence","71.6",,,"68.6","74.6","2,613","1,698","POINT (-76.9743805 38.8484714)","11001007403","PREVENT","BPMED","CrdPrv","High Blood Pressure Medication"
